accuracy	f1_macro	f1_score_C	f1_score_E	f1_score_H	mcc	model	precision_C	precision_E	precision_H	q3_ave	recall_C	recall_E	recall_H
0.7766030797517812	0.7570311952804523	0.8045977011494253	0.6742681047765793	0.7922277799153521	0.6363972056780899	FM_SVCrbf_unbalanced	0.7726103729104158	0.6946031746031746	0.8366517675741568	0.7725367761931691	0.8393480791618161	0.6550898203592814	0.752283522104494
0.7751091703056768	0.761237571792582	0.7928412679845596	0.6826651609260305	0.8082062864671561	0.6402592405675738	FM_SVCrbf_balanced	0.7966619652092148	0.6458333333333334	0.8334627329192547	0.7704576085494576	0.7890570430733411	0.7239520958083833	0.7844355133357691
0.7560330958400368	0.7282315144981061	0.7957323849744388	0.6224522808152702	0.7665098777046095	0.6010275353643562	FM_LinearSVC_unbalanced	0.7612162449500319	0.6769880365939479	0.7901474010861133	0.7541136200368576	0.8335273573923166	0.5760479041916168	0.7442455242966752
0.7481038841645599	0.728694196941109	0.7794968702019606	0.6362586605080831	0.7703270601132833	0.5971173031092571	FM_LinearSVC_balanced	0.7909875359539789	0.6142697881828316	0.77046783625731	0.7479569303949686	0.7683352735739232	0.6598802395209581	0.7701863354037267
0.6031946678924385	0.5646906671668982	0.6883561643835617	0.4403341288782816	0.5653817082388511	0.35744639659532895	FM_DT_unbalanced	0.6752519596864501	0.43876337693222356	0.585518590998043	0.6028856687899988	0.7019790454016298	0.4419161676646707	0.546583850931677
0.5595265456216961	0.5334903491679136	0.6282158669378964	0.43232980743151617	0.5399253731343283	0.3018129648710471	FM_DT_balanced	0.6462333825701625	0.39514129895884975	0.55165840640488	0.5573247045951467	0.6111757857974389	0.47724550898203594	0.5286810376324442
0.7561480119512756	0.7192960878975709	0.8007174172977283	0.6136363636363638	0.7435344827586207	0.6061937232461359	FM_RF_unbalanced	0.6998780700226441	0.7911153119092628	0.906463478717814	0.7503462495964399	0.9355064027939465	0.5011976047904192	0.6302521008403361
0.7538496897264997	0.7331643674136696	0.7921429364110532	0.6477111174296275	0.7596390484003281	0.6031590490236672	FM_RF_balanced	0.756785411365564	0.6166756903086086	0.865825151940159	0.7497650266482105	0.8309662398137369	0.6820359281437126	0.6766532700036536
