	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
55	312.97888646125796	41.36771287918091	0.6009689290538966	32.0	0.03125	{'C': 32.0, 'gamma': 0.03125}	41	0.6171947809878844	0.5940409683426443	0.6024685607824872	0.5848089468779124	0.6063358956440718	11.27236813752478	0.39659589755583474	0.010984797238145919
56	271.9468587875366	45.333920860290526	0.6359062747472866	32.0	0.125	{'C': 32.0, 'gamma': 0.125}	14	0.6598322460391426	0.6247672253258846	0.6380996739636703	0.6206896551724138	0.6361518751455858	1.781782270410911	0.20518061250345673	0.013658411272024362
57	278.6067811489105	47.431640625	0.48083104299622675	32.0	0.5	{'C': 32.0, 'gamma': 0.5}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	0.5983710774884896	0.23691982662669464	0.010224517552056825
58	278.96111845970154	47.451488161087035	0.48083104299622675	32.0	2.0	{'C': 32.0, 'gamma': 2.0}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	1.023377607940919	0.1839773532356572	0.010224517552056825
59	277.11476316452024	47.36828875541687	0.48083104299622675	32.0	8.0	{'C': 32.0, 'gamma': 8.0}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	0.799155906244919	0.24748038705658154	0.010224517552056825
60	208.68882360458375	38.936573553085324	0.6202077607490567	128.0	3.0517578125e-05	{'C': 128.0, 'gamma': 3.0517578125e-05}	34	0.6561043802423113	0.6084729981378026	0.608756404285049	0.6123019571295434	0.6154204518984393	1.9869165091176237	0.610585531523425	0.018124483932536038
61	185.11198048591615	35.67772526741028	0.6336237014953184	128.0	0.0001220703125	{'C': 128.0, 'gamma': 0.0001220703125}	28	0.6623951537744641	0.6154562383612663	0.6318118304611086	0.6239515377446412	0.6345213137665968	1.5326728938292564	0.41112738127688725	0.0158454557780233
62	180.27165303230285	34.26190967559815	0.6364186891507896	128.0	0.00048828125	{'C': 128.0, 'gamma': 0.00048828125}	11	0.6637931034482759	0.6180167597765364	0.6350721937587331	0.6234855545200373	0.6417423713021198	1.352184147631631	0.35251363492355786	0.016033177865348122
63	203.6889627933502	31.91872935295105	0.6379559323612988	128.0	0.001953125	{'C': 128.0, 'gamma': 0.001953125}	5	0.6693849021435229	0.6212756052141527	0.6311131811830462	0.624650512581547	0.6433729326811087	1.2856141578679228	2.3976698111839103	0.017429901115517097
64	339.0358291625977	38.737935304641724	0.6086085619788513	128.0	0.0078125	{'C': 128.0, 'gamma': 0.0078125}	39	0.625116495806151	0.6066108007448789	0.607824871914299	0.5934296365330848	0.610062893081761	2.974127383295321	0.5320577601592779	0.010094258479454218
65	304.7841041088104	41.34785060882568	0.6007825965435319	128.0	0.03125	{'C': 128.0, 'gamma': 0.03125}	42	0.6181267474370923	0.5940409683426443	0.6010712622263623	0.5850419384902144	0.605637083624505	20.513215785340034	0.958176730205803	0.011113354709916822
66	271.510800075531	45.02865767478943	0.6359062747472866	128.0	0.125	{'C': 128.0, 'gamma': 0.125}	14	0.6598322460391426	0.6247672253258846	0.6380996739636703	0.6206896551724138	0.6361518751455858	1.7159931846550365	0.37259246943859914	0.013658411272024362
67	278.3537657260895	47.659429264068606	0.48083104299622675	128.0	0.5	{'C': 128.0, 'gamma': 0.5}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	1.3739022517820472	0.25102888920353456	0.010224517552056825
68	278.3728196144104	47.54866590499878	0.48083104299622675	128.0	2.0	{'C': 128.0, 'gamma': 2.0}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	1.0052152547679225	0.43793808200588175	0.010224517552056825
69	277.1250028133392	47.58218922615051	0.48083104299622675	128.0	8.0	{'C': 128.0, 'gamma': 8.0}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	1.1997952745182918	0.3342300401381949	0.010224517552056825
70	185.68446145057678	35.82056994438172	0.6339032002608656	512.0	3.0517578125e-05	{'C': 512.0, 'gamma': 3.0517578125e-05}	27	0.6621621621621622	0.6159217877094972	0.6322775966464834	0.6239515377446412	0.6352201257861635	2.0134191737750893	0.3657716587686165	0.01565385518095108
71	180.44180727005005	34.35931496620178	0.635533609726557	512.0	0.0001220703125	{'C': 512.0, 'gamma': 0.0001220703125}	22	0.662861136999068	0.61731843575419	0.6332091290172334	0.6237185461323392	0.6405776846028418	2.0875643465679428	0.42802903232838363	0.015804671560208528
72	203.35151205062866	32.292540884017946	0.6358596916196954	512.0	0.00048828125	{'C': 512.0, 'gamma': 0.00048828125}	21	0.6633271202236719	0.6191806331471136	0.632044713553796	0.6244175209692451	0.6403447472629863	1.9145453268592394	1.0578502875855988	0.015479816511648972
73	254.91832675933838	35.22155046463013	0.6395863418269903	512.0	0.001953125	{'C': 512.0, 'gamma': 0.001953125}	2	0.66309412861137	0.6284916201117319	0.6390312063344201	0.6241845293569431	0.6431399953412532	9.355391759088407	1.615946967976248	0.013606448506618367
74	363.06709451675414	38.233493661880495	0.5841990031210695	512.0	0.0078125	{'C': 512.0, 'gamma': 0.0078125}	49	0.5945945945945946	0.5805400372439479	0.5882626921285514	0.5717614165890028	0.5858374097367808	11.365621116674548	1.0700776755916286	0.00768469049492452
75	298.91618371009827	40.81285881996155	0.6007825965435319	512.0	0.03125	{'C': 512.0, 'gamma': 0.03125}	42	0.6181267474370923	0.5940409683426443	0.6010712622263623	0.5850419384902144	0.605637083624505	25.770587895933303	1.1478119654419257	0.011113354709916822
76	270.2610406398773	45.26054754257202	0.6359062747472866	512.0	0.125	{'C': 512.0, 'gamma': 0.125}	14	0.6598322460391426	0.6247672253258846	0.6380996739636703	0.6206896551724138	0.6361518751455858	1.2690187094146896	0.21300283074266207	0.013658411272024362
77	278.35525250434875	47.50081658363342	0.48083104299622675	512.0	0.5	{'C': 512.0, 'gamma': 0.5}	61	0.49370922646784715	0.48067970204841715	0.48346530041918956	0.483923578751165	0.462380619613324	0.9107214020874749	0.12192035430716983	0.010224517552056825
