	dataset_0	dataset_1	dataset_2	dataset_3	dataset_4	dataset_average	sliding_windows
0	0.6418918918918919	0.6014897579143389	0.6106194690265486	0.6174277726001864	0.6058700209643606	0.6154597824794653	7
1	0.6528424976700838	0.6038175046554934	0.6036329762459245	0.6097390493942219	0.6047053342650827	0.6149474724461613	13
