	mean_fit_time	mean_score_time	mean_test_score	param_min_samples_split	param_n_estimators	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
0	0.8380753993988037	0.02590775489807129	0.546839334792938	2	10	{'min_samples_split': 2, 'n_estimators': 10}	63	0.5698974836905871	0.5353817504655494	0.547508150908244	0.5470643056849953	0.5343582576286979	0.09801714784119828	0.003275003658434846	0.012799385483783383
1	5.161884784698486	0.12224621772766113	0.5971491125914193	2	50	{'min_samples_split': 2, 'n_estimators': 50}	56	0.6311742777260019	0.5842644320297952	0.5866325104797392	0.6018173345759553	0.5818774749592359	0.05573440819605425	0.011678356866120967	0.018379611727110213
2	9.954811763763427	0.2312014579772949	0.6060930730889272	2	100	{'min_samples_split': 2, 'n_estimators': 100}	44	0.6379310344827587	0.5917132216014898	0.5940847694457383	0.6076421248835042	0.5991148381085488	0.18357815378505976	0.01729715887083968	0.016825814188746603
3	15.068173217773438	0.35289535522460935	0.6121022965481903	2	150	{'min_samples_split': 2, 'n_estimators': 150}	28	0.6451537744641193	0.5991620111731844	0.6015370284117373	0.6111369990680335	0.6035406475658048	0.3577919098484502	0.010934234785232718	0.01700272543386164
4	20.055725479125975	0.4746572494506836	0.6132202916103787	2	200	{'min_samples_split': 2, 'n_estimators': 200}	24	0.6474836905871388	0.5989292364990689	0.6027014438751747	0.6123019571295434	0.6047053342650827	0.5546390314508922	0.01645815895151784	0.017674603584879166
5	25.862392234802247	0.6029625415802002	0.614291703544976	2	250	{'min_samples_split': 2, 'n_estimators': 250}	19	0.6474836905871388	0.6045158286778398	0.6003726129482999	0.6160298229263746	0.6030747728860937	0.8311737877853688	0.018028370327795164	0.017433131695366737
6	30.146422386169434	0.7134891510009765	0.6162481949038059	2	300	{'min_samples_split': 2, 'n_estimators': 300}	8	0.6505125815470643	0.6024208566108007	0.6029343269678621	0.6171947809878844	0.6081993943629164	1.0785184781123003	0.01942119402124112	0.017932836716239086
7	35.88244862556458	0.8510028839111328	0.6161084455210323	2	350	{'min_samples_split': 2, 'n_estimators': 350}	9	0.6488816402609506	0.6026536312849162	0.6040987424312995	0.6181267474370923	0.6068017703237829	1.3434818723663462	0.008830240062915176	0.017261547920675264
8	40.19710083007813	0.9685376644134521	0.6178320212419062	2	400	{'min_samples_split': 2, 'n_estimators': 400}	3	0.6514445479962722	0.6007914338919925	0.607359105728924	0.6216216216216216	0.6079664570230608	0.8305765335045349	0.008280442143947705	0.018118305542180527
9	1.1131883144378663	0.029007911682128906	0.5577863697768668	4	10	{'min_samples_split': 4, 'n_estimators': 10}	62	0.5750232991612302	0.5493482309124768	0.5589194224499301	0.5561509785647717	0.5494991847193105	0.030030048049722653	0.0045505513778344555	0.00939030154836475
10	4.945715284347534	0.12340726852416992	0.6048819117715564	4	50	{'min_samples_split': 4, 'n_estimators': 50}	48	0.6335041938490215	0.5942737430167597	0.6020027945971123	0.6057781919850885	0.5888655951549033	0.1448580953274673	0.007906692719708591	0.015473598902884697
11	9.81859369277954	0.2398198127746582	0.6107513858480459	4	100	{'min_samples_split': 4, 'n_estimators': 100}	36	0.641425908667288	0.6042830540037244	0.5980437820214253	0.6120689655172413	0.5979501514092709	0.328190341680472	0.004278870088726238	0.016183829789127423
12	15.14933705329895	0.3609422206878662	0.6127544603344669	4	150	{'min_samples_split': 4, 'n_estimators': 150}	27	0.6477166821994408	0.5986964618249534	0.6024685607824872	0.6183597390493942	0.5965525273701374	0.2684405639912728	0.002602498814096479	0.01907567542883978
13	20.12894034385681	0.4639138221740723	0.6150836167140262	4	200	{'min_samples_split': 4, 'n_estimators': 200}	15	0.6516775396085741	0.6033519553072626	0.6036329762459245	0.6160298229263746	0.6007453994875378	0.7172642018184413	0.012103005597548008	0.019047254829956728
14	24.574871635437013	0.5995864391326904	0.6135929566311082	4	250	{'min_samples_split': 4, 'n_estimators': 250}	21	0.6451537744641193	0.6017225325884544	0.604331625523987	0.6155638397017708	0.601211274167249	0.8471934858601399	0.010421545147395336	0.016611513152338216
15	30.84914379119873	0.7099561214447021	0.6155960311175293	4	300	{'min_samples_split': 4, 'n_estimators': 300}	13	0.6491146318732526	0.5993947858472998	0.6066604564508616	0.6157968313140727	0.6070347076636384	0.5867957375361745	0.020468070697958002	0.017543972965154853
16	36.148198223114015	0.8522292613983155	0.6172730237108119	4	350	{'min_samples_split': 4, 'n_estimators': 350}	5	0.6544734389561976	0.6019553072625698	0.604331625523987	0.619524697110904	0.6061029583042161	0.33331198074275425	0.022853772843551223	0.019573065544898394
17	40.19668836593628	0.983986759185791	0.6178786043694974	4	400	{'min_samples_split': 4, 'n_estimators': 400}	2	0.6512115563839702	0.6007914338919925	0.604331625523987	0.6241845293569431	0.6088982063824832	0.8912245941703493	0.014360665616447152	0.018475982424457017
18	1.123034381866455	0.027738094329833984	0.5656123352121861	8	10	{'min_samples_split': 8, 'n_estimators': 10}	60	0.5892357875116496	0.5549348230912476	0.5591523055426176	0.5694315004659832	0.5553226182157	0.028206093054496645	0.005363855319709587	0.01291627905916336
19	5.111288738250733	0.12416639328002929	0.6043229142404621	8	50	{'min_samples_split': 8, 'n_estimators': 50}	51	0.6372320596458527	0.5917132216014898	0.603865859338612	0.6020503261882573	0.5867691590962031	0.03889396163850412	0.00821053453396802	0.017636535100980844
