	mean_fit_time	mean_score_time	mean_test_score	param_C	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
0	1.5785097122192382	0.008743524551391602	0.7306097731401686	0.03125	{'C': 0.03125}	6	0.7409133271202236	0.720437616387337	0.712156497438286	0.7357875116495806	0.7437689261588633	0.06564873768438537	0.0018885125507081839	0.012248938094658922
1	3.3775837898254393	0.008496952056884766	0.7322401826058602	0.125	{'C': 0.125}	5	0.7416123019571296	0.7248603351955307	0.7100605496040987	0.73928238583411	0.7453994875378523	0.0665636728064296	0.002613532042478188	0.01309225422974971
2	10.5056631565094	0.008139228820800782	0.7328457632645455	0.5	{'C': 0.5}	2	0.7413793103448276	0.7250931098696461	0.7102934326967862	0.7399813606710158	0.7474959235965525	0.41483621025124645	0.002069674685340511	0.013469400528448678
3	43.1800799369812	0.008823585510253907	0.7330320957749104	2.0	{'C': 2.0}	1	0.7420782851817335	0.7250931098696461	0.7109920819748486	0.7411463187325257	0.7458653622175635	2.9260225071691526	0.002017887300393	0.013124017263153272
4	59.57446317672729	0.006603384017944336	0.7324265151162249	8.0	{'C': 8.0}	3	0.7395153774464119	0.7255586592178771	0.7105263157894737	0.7413793103448276	0.7451665501979967	0.21524570320621036	0.000541448637232911	0.012802633529922792
5	63.887161779403684	0.006462526321411133	0.7322867657334513	32.0	{'C': 32.0}	4	0.7388164026095061	0.7253258845437617	0.7175128085700978	0.7350885368126747	0.7447006755182856	0.5399930959659653	0.00040667728453306354	0.009709211482509961
6	67.26170725822449	0.0066411495208740234	0.6994456607816649	128.0	{'C': 128.0}	7	0.7089934762348555	0.7029795158286778	0.6818816953889147	0.7236719478098789	0.679711157698579	0.7894458235571703	0.00044369575863137807	0.01666312497629422
7	68.18523211479187	0.006764888763427734	0.6784366702380398	512.0	{'C': 512.0}	8	0.701071761416589	0.6745810055865922	0.6644154634373545	0.6817334575955266	0.670393664104356	0.8182247406165586	0.0006468485429763567	0.012642992807091021
8	68.50996732711792	0.006011581420898438	0.6076303162994363	2048.0	{'C': 2048.0}	11	0.6036812674743709	0.664804469273743	0.6064275733581742	0.5691985088536813	0.593990216631726	0.7947961281427984	0.00032017385713358366	0.03146571855124172
9	68.39921154975892	0.006818103790283203	0.635021195323054	8192.0	{'C': 8192.0}	9	0.6512115563839702	0.6480446927374302	0.6108523521192362	0.6693849021435229	0.5956207780107151	0.7752303448303836	0.000716705369599097	0.02738137567853072
10	65.91379294395446	0.006372785568237305	0.6214655051940188	32768.0	{'C': 32768.0}	10	0.6831314072693383	0.6734171322160148	0.6003726129482999	0.5680335507921714	0.5823433496389471	3.4125261049438653	0.0011952456516251023	0.047605598459014326
