	mean_fit_time	mean_score_time	mean_test_score	param_C	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
0	0.816063642501831	0.01056203842163086	0.6308287138398472	0.03125	{'C': 0.03125}	4	0.6614631873252563	0.6068435754189944	0.6332091290172334	0.6188257222739981	0.63382250174703	0.059376939364566415	0.001284442522468596	0.018289090308830747
1	1.8877842903137207	0.011585235595703125	0.6321796245399917	0.125	{'C': 0.125}	1	0.6640260950605779	0.609171322160149	0.6339077782952958	0.6188257222739981	0.634987188446308	0.10892767520224722	0.0026367111933412813	0.018615620887338216
2	6.281335973739624	0.010317850112915038	0.6320864582848092	0.5	{'C': 0.5}	2	0.66309412861137	0.6084729981378026	0.6334420121099208	0.6202236719478099	0.6352201257861635	0.7502614874814356	0.0029501185162292324	0.018283499775065524
3	20.725734329223634	0.010113763809204101	0.632039875157218	2.0	{'C': 2.0}	3	0.6633271202236719	0.6082402234636871	0.6332091290172334	0.619990680335508	0.6354530631260191	3.5694446123316785	0.003120926347618845	0.018458010767405074
4	26.410930776596068	0.00678095817565918	0.630036800670797	8.0	{'C': 8.0}	5	0.6582013047530288	0.6082402234636871	0.6304145319049836	0.619524697110904	0.63382250174703	1.9333075592929405	0.0004316926014024064	0.0166931141432879
5	24.302766370773316	0.0077437877655029295	0.5981739413984255	32.0	{'C': 32.0}	6	0.6316402609506058	0.5737895716945997	0.6024685607824872	0.5920316868592731	0.5909620312136036	0.24352534904207204	0.0008394165326922635	0.019093218804567644
6	22.055644702911376	0.00802021026611328	0.5407369450784926	128.0	{'C': 128.0}	7	0.5559179869524697	0.5144320297951583	0.5409874243129948	0.5461323392357875	0.5462380619613324	0.8469133365427264	0.0012408410912748743	0.01401555908904064
7	21.90996527671814	0.008126258850097656	0.535845716681418	512.0	{'C': 512.0}	8	0.5743243243243243	0.5430633147113594	0.5132743362831859	0.5396085740913327	0.5089680875844398	0.32301818681045863	0.0009650031146252211	0.02357234925965938
8	21.831382513046265	0.008779668807983398	0.5139982298411515	2048.0	{'C': 2048.0}	11	0.4916123019571295	0.5237430167597765	0.515836050302748	0.527027027027027	0.5117633356627067	1.1319276401516933	0.001236798244842593	0.012442276986204892
9	18.201177501678465	0.007350540161132813	0.5199142870452322	8192.0	{'C': 8192.0}	9	0.5237651444547996	0.5118715083798883	0.5340009315323707	0.5083876980428704	0.521546703936641	1.0737559613990357	0.0009622327349617867	0.009093893327710179
10	16.656334495544435	0.005879735946655274	0.5191223738761821	32768.0	{'C': 32768.0}	10	0.5468313140726934	0.50768156424581	0.5235211923614346	0.505591798695247	0.5119962730025623	0.8749895616655982	0.0008889715130362085	0.01517664030126512
