	mean_fit_time	mean_score_time	mean_test_score	param_min_samples_split	param_n_estimators	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
0	2.226960563659668	0.036304807662963866	0.6403782549960404	2	10	{'min_samples_split': 2, 'n_estimators': 10}	63	0.6633271202236719	0.651536312849162	0.6187703772706101	0.6337371854613234	0.6345213137665968	0.05283768445305045	0.004700847162223707	0.015468755294754315
1	9.406076908111572	0.11562190055847169	0.7077374574928961	2	50	{'min_samples_split': 2, 'n_estimators': 50}	39	0.7423112767940354	0.7150837988826816	0.6779226828132278	0.7045666356011183	0.6988120195667366	0.4472862736611034	0.01510907871963203	0.021107877592076375
2	16.52722477912903	0.19241800308227539	0.7205478175804724	2	100	{'min_samples_split': 2, 'n_estimators': 100}	18	0.7611835973904939	0.7243947858472998	0.6870051234280391	0.7190121155638397	0.7111576985790822	0.029482002964369942	0.0034602492230533443	0.024005539260625243
3	24.729300594329835	0.28531994819641116	0.7213863138771137	2	150	{'min_samples_split': 2, 'n_estimators': 150}	14	0.7618825722273999	0.7241620111731844	0.6925943176525384	0.7166821994408201	0.7116235732587933	0.09775239919822053	0.013391061037262644	0.022775600724963374
4	32.732436180114746	0.3814851760864258	0.72045465132529	2	200	{'min_samples_split': 2, 'n_estimators': 200}	19	0.7630475302889096	0.7220670391061452	0.6870051234280391	0.7190121155638397	0.7111576985790822	0.18187603654488843	0.01312308896681986	0.024591445387517143
5	40.659400177001956	0.47269883155822756	0.7211068151115666	2	250	{'min_samples_split': 2, 'n_estimators': 250}	17	0.7628145386766076	0.7264897579143389	0.6911970190964136	0.711789375582479	0.7132541346377824	0.24116168492958637	0.017523069984618275	0.023711291521461765
6	51.40933179855347	0.6257948398590087	0.7227372245772581	2	300	{'min_samples_split': 2, 'n_estimators': 300}	7	0.7656104380242311	0.7283519553072626	0.6907312529110387	0.7183131407269339	0.710691823899371	1.7276735855277834	0.07034077757443803	0.024731465880155973
7	58.85453090667725	0.6387877941131592	0.722970140215214	2	350	{'min_samples_split': 2, 'n_estimators': 350}	6	0.7651444547996272	0.726024208566108	0.691895668374476	0.7176141658900279	0.7141858839972047	1.971502407604426	0.012652435169693362	0.023912409414867775
8	67.64032077789307	0.7574346542358399	0.7232496389807612	2	400	{'min_samples_split': 2, 'n_estimators': 400}	4	0.7656104380242311	0.723463687150838	0.691895668374476	0.7176141658900279	0.7176799440950384	1.7568850681228119	0.057010532053385105	0.02383222052136915
9	1.9401911735534667	0.027079105377197266	0.6429869101411468	4	10	{'min_samples_split': 4, 'n_estimators': 10}	62	0.6600652376514445	0.6559590316573557	0.6190032603632977	0.6395619757688723	0.6403447472629863	0.057292515678341	0.002857193342795136	0.01451864023365716
10	9.510051155090332	0.12381138801574706	0.7096939488517259	4	50	{'min_samples_split': 4, 'n_estimators': 50}	37	0.7451071761416589	0.7104283054003724	0.6781555659059152	0.7155172413793104	0.6992778942464477	0.3275104518557359	0.022329441959577243	0.021869703710920573
11	16.5192147731781	0.20260157585144042	0.7187776587320073	4	100	{'min_samples_split': 4, 'n_estimators': 100}	24	0.7600186393289842	0.7269553072625698	0.6832789939450395	0.7159832246039143	0.7076636384812486	0.33205839590116065	0.013916832569110436	0.025134939303615007
12	25.97484436035156	0.34067907333374026	0.718218661200913	4	150	{'min_samples_split': 4, 'n_estimators': 150}	25	0.7560577819198508	0.7227653631284916	0.6877037727061015	0.7145852749301025	0.7099930118798043	0.20706458119042367	0.035654968149557376	0.022199810508251882
13	34.41991925239563	0.4048927307128906	0.721945311408208	4	200	{'min_samples_split': 4, 'n_estimators': 200}	12	0.7681733457595527	0.7262569832402235	0.6874708896134141	0.7157502329916123	0.7120894479385046	0.24793778403731825	0.025188273880699625	0.026378337361325197
14	43.09159169197083	0.5235127449035645	0.7232496389807612	4	250	{'min_samples_split': 4, 'n_estimators': 250}	4	0.7665424044734389	0.7248603351955307	0.6930600838379134	0.7187791239515378	0.7130211972979269	0.711107989323174	0.029552527504826967	0.0241345195204162
15	51.29600524902344	0.608513355255127	0.7221316439185727	4	300	{'min_samples_split': 4, 'n_estimators': 300}	10	0.7651444547996272	0.7218342644320298	0.691429902189101	0.7183131407269339	0.7139529466573492	0.7215531929222642	0.018669384581604494	0.023974056163990884
16	56.86243777275085	0.6782917022705078	0.7213397307495225	4	350	{'min_samples_split': 4, 'n_estimators': 350}	15	0.7639794967381174	0.7299813780260708	0.6895668374476013	0.7150512581547064	0.7081295131609597	0.9968522399763792	0.018471335335791518	0.024963827752409518
17	66.47820196151733	0.8058517932891845	0.7238552196394465	4	400	{'min_samples_split': 4, 'n_estimators': 400}	2	0.7656104380242311	0.722998137802607	0.695854680950163	0.7208760484622554	0.7139529466573492	1.761324976925444	0.04944143517187135	0.022955273683695532
18	1.925700807571411	0.02297530174255371	0.6511389574696045	8	10	{'min_samples_split': 8, 'n_estimators': 10}	61	0.6661230195712954	0.6708566108007449	0.6322775966464834	0.6460857409133272	0.6403447472629863	0.03705875464861432	0.002154609863799506	0.014908397877763751
19	8.4687668800354	0.10034775733947754	0.7068057949410723	8	50	{'min_samples_split': 8, 'n_estimators': 50}	41	0.7434762348555451	0.7108938547486033	0.6772240335351654	0.7003727865796832	0.7020731423247146	0.10183297959238291	0.008677440172186645	0.021447489102128067
