	mean_fit_time	mean_score_time	mean_test_score	param_min_samples_split	param_n_estimators	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	std_fit_time	std_score_time	std_test_score
0	1.249931526184082	0.01965751647949219	0.6479713047934038	2	10	{'min_samples_split': 2, 'n_estimators': 10}	63	0.6798695246971109	0.6503724394785847	0.6213320912901723	0.6421248835041938	0.6461681807593758	0.05943031497198999	0.0010353596367563157	0.018815424010941915
1	6.256019449234008	0.07253975868225097	0.7047095541994689	2	50	{'min_samples_split': 2, 'n_estimators': 50}	56	0.7437092264678472	0.7027467411545624	0.676059618071728	0.701304753028891	0.6997437689261589	0.06545450315603824	0.006782890664736781	0.021824356159302036
2	12.543496417999268	0.1281733512878418	0.7087622862999021	2	100	{'min_samples_split': 2, 'n_estimators': 100}	54	0.7513979496738118	0.7090316573556797	0.672100605496041	0.7085274930102516	0.7027719543442814	0.05376270539941643	0.0030821435752327576	0.025288266692921616
3	18.641775560379028	0.1913300037384033	0.711976522103694	2	150	{'min_samples_split': 2, 'n_estimators': 150}	49	0.7546598322460392	0.7171787709497207	0.6737307871448532	0.7078285181733458	0.7064989517819706	0.1490955748254696	0.002450224971611924	0.025917147358592296
4	24.81301646232605	0.24998769760131836	0.7112311920622351	2	200	{'min_samples_split': 2, 'n_estimators': 200}	51	0.7562907735321528	0.7129888268156425	0.6700046576618538	0.7106244175209693	0.7062660144421151	0.17962591793247906	0.002890481425413862	0.027414150999798513
5	30.97301330566406	0.31209416389465333	0.7118367727209205	2	250	{'min_samples_split': 2, 'n_estimators': 250}	50	0.7602516309412861	0.7113594040968343	0.6748952026082906	0.7038676607642125	0.7088283251805264	0.168438676140294	0.0019301199382897253	0.027498612494850642
6	37.181797647476195	0.3731541156768799	0.7135137653142032	2	300	{'min_samples_split': 2, 'n_estimators': 300}	48	0.7630475302889096	0.7132216014897579	0.6751280857009782	0.7071295433364398	0.709061262520382	0.20338815509418026	0.006146394851954302	0.028238673693453724
7	43.48225498199463	0.43584179878234863	0.710718777658732	2	350	{'min_samples_split': 2, 'n_estimators': 350}	53	0.7558247903075489	0.7141527001862198	0.6704704238472287	0.7073625349487418	0.705800139762404	0.3305061439850161	0.004949530411161907	0.027207703750107608
8	49.89809069633484	0.5071897506713867	0.7107653607863232	2	400	{'min_samples_split': 2, 'n_estimators': 400}	52	0.7579217148182665	0.7155493482309124	0.6693060083837913	0.7073625349487418	0.7037037037037037	0.14153942085909818	0.007603486898650437	0.028377642334094674
9	1.3108672618865966	0.01524357795715332	0.6485768854520892	4	10	{'min_samples_split': 4, 'n_estimators': 10}	62	0.6780055917986952	0.654096834264432	0.6297158826269212	0.6346691519105312	0.6464011180992313	0.03492968101538966	0.0006901155548173605	0.017030192513831515
10	6.255107688903808	0.06570558547973633	0.7053617179857455	4	50	{'min_samples_split': 4, 'n_estimators': 50}	55	0.7462721342031687	0.7087988826815642	0.6686073591057289	0.7052656104380243	0.6978802702073142	0.07410756440773687	0.0022907233526057347	0.02486759104228279
11	12.407134008407592	0.1297386646270752	0.7143522616108445	4	100	{'min_samples_split': 4, 'n_estimators': 100}	46	0.7597856477166822	0.712756052141527	0.6797857475547275	0.7085274930102516	0.7109247612392267	0.08140834654801196	0.003369479713958337	0.025716700051903824
12	18.585030841827393	0.1964383602142334	0.7177994130525923	4	150	{'min_samples_split': 4, 'n_estimators': 150}	43	0.7651444547996272	0.7155493482309124	0.6823474615742897	0.7134203168685928	0.7125553226182157	0.15202251862950134	0.013606902316748595	0.026644221005038455
13	24.728968572616576	0.24605817794799806	0.7179391624353659	4	200	{'min_samples_split': 4, 'n_estimators': 200}	41	0.7653774464119292	0.7199720670391061	0.6809501630181649	0.7143522833178005	0.709061262520382	0.26912539222734955	0.0021265472342411594	0.02725377306043268
14	30.802929735183717	0.3030423641204834	0.7180323286905483	4	250	{'min_samples_split': 4, 'n_estimators': 250}	40	0.7611835973904939	0.7257914338919925	0.6779226828132278	0.7134203168685928	0.711856510598649	0.3225935229035865	0.005355019475048918	0.026795799666770235
15	36.88202252388	0.36434359550476075	0.7177528299250011	4	300	{'min_samples_split': 4, 'n_estimators': 300}	44	0.7632805219012115	0.7195065176908753	0.6804843968327899	0.7124883504193849	0.7130211972979269	0.39938555047355806	0.0046570046778680796	0.026511862641656118
16	42.957010698318484	0.42644739151000977	0.7178459961801835	4	350	{'min_samples_split': 4, 'n_estimators': 350}	42	0.7614165890027959	0.7178770949720671	0.6818816953889147	0.7166821994408201	0.7113906359189378	0.2705481131167297	0.009442744773528284	0.025433882740847808
17	49.241630172729494	0.4912875652313232	0.7191503237527368	4	400	{'min_samples_split': 4, 'n_estimators': 400}	39	0.766775396085741	0.7216014897579144	0.6788542151839776	0.7159832246039143	0.7125553226182157	0.3370458504667237	0.008105931933695009	0.028110283839541988
18	1.3015938758850099	0.014383316040039062	0.6526762006801137	8	10	{'min_samples_split': 8, 'n_estimators': 10}	61	0.673578751164958	0.6631750465549349	0.6252911038658593	0.6500465983224604	0.6512928022361985	0.014423233897889824	0.00028140119782749746	0.016161319004703266
19	6.032219505310058	0.06220722198486328	0.714212512228071	8	50	{'min_samples_split': 8, 'n_estimators': 50}	47	0.7472041006523765	0.7213687150837989	0.6842105263157895	0.7085274930102516	0.7097600745399487	0.040532096949426596	0.001119401863398774	0.020453402872630297
